YGQ,Geraldton Greenstone Regional Airport,Geraldton,Canada,49.77830124,-86.93939972
YGR,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,47.42470169,-61.77809906
YHB,Hudson Bay Airport,Hudson Bay,Canada,52.81669998,-102.310997
YHD,Dryden Regional Airport,Dryden,Canada,49.831699,-92.744202
YHI,Ulukhaktok Holman Airport,Holman Island,Canada,70.76280212,-117.8059998
YHK,Gjoa Haven Airport,Gjoa Haven,Canada,68.63559723,-95.84970093
YHM,John C. Munro Hamilton International Airport,Hamilton,Canada,43.17359924,-79.93499756
YHU,Montréal / Saint-Hubert Airport,Montreal,Canada,45.51750183,-73.41690063
YHY,Hay River / Merlyn Carter Airport,Hay River,Canada,60.83969879,-115.7829971
YHZ,Halifax / Stanfield International Airport,Halifax,Canada,44.88079834,-63.50859833
YIB,Atikokan Municipal Airport,Atikokan,Canada,48.77389908,-91.63860321
YIO,Pond Inlet Airport,Pond Inlet,Canada,72.6832962,-77.96669769
YJN,St Jean Airport,St. Jean,Canada,45.29439926,-73.28109741
YJT,Stephenville Airport,Stephenville,Canada,48.5442009,-58.54999924
YKA,Kamloops Airport,Kamloops,Canada,50.70220184,-120.4440002
YKF,Waterloo Airport,Waterloo,Canada,43.46080017,-80.37860107
YKL,Schefferville Airport,Schefferville,Canada,54.80530167,-66.80529785
YKY,Kindersley Airport,Kindersley,Canada,51.51750183,-109.1809998
YKZ,Buttonville Municipal Airport,Toronto,Canada,43.86220169,-79.37000275
YLD,Chapleau Airport,Chapleau,Canada,47.81999969,-83.34670258
YLJ,Meadow Lake Airport,Meadow Lake,Canada,54.12530136,-108.5230026
YLL,Lloydminster Airport,Lloydminster,Canada,53.30920029,-110.072998
YLT,Alert Airport,Alert,Canada,82.51779938,-62.2806015
YLW,Kelowna International Airport,Kelowna,Canada,49.95610046,-119.3779984
YMA,Mayo Airport,Mayo,Canada,63.61640167,-135.8679962
YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,50.33029938,-105.5589981
YMM,Fort McMurray Airport,Fort Mcmurray,Canada,56.65330124,-111.2220001
YMO,Moosonee Airport,Moosonee,Canada,51.29109955,-80.60780334
YMW,Maniwaki Airport,Maniwaki,Canada,46.27280045,-75.99060059
YMX,Montreal International (Mirabel) Airport,Montreal,Canada,45.679501,-74.038696
YNA,Natashquan Airport,Natashquan,Canada,50.18999863,-61.78919983
YND,Ottawa / Gatineau Airport,Gatineau,Canada,45.52170181,-75.56359863
YNM,Matagami Airport,Matagami,Canada,49.76169968,-77.80280304
YOC,Old Crow Airport,Old Crow,Canada,67.57060242,-139.8390045
YOD,CFB Cold Lake,Cold Lake,Canada,54.40499878,-110.2789993
YOJ,High Level Airport,High Level,Canada,58.62139893,-117.1650009
YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,45.32249832,-75.66919708
YPA,Prince Albert Glass Field,Prince Albert,Canada,53.21419907,-105.6729965
YPE,Peace River Airport,Peace River,Canada,56.226898,-117.446999
YPG,Southport Airport,Portage-la-prairie,Canada,49.903099,-98.273817
YPL,Pickle Lake Airport,Pickle Lake,Canada,51.44639969,-90.21420288
YPN,Port Menier Airport,Port Menier,Canada,49.83639908,-64.28859711
YPQ,Peterborough Airport,Peterborough,Canada,44.22999954,-78.36329651
YPR,Prince Rupert Airport,Prince Pupert,Canada,54.28609848,-130.4450073
YPY,Fort Chipewyan Airport,Fort Chipewyan,Canada,58.76720047,-111.1169968
YQA,Muskoka Airport,Muskoka,Canada,44.97470093,-79.30329895
YQB,Quebec Jean Lesage International Airport,Quebec,Canada,46.7911,-71.393303
YQF,Red Deer Regional Airport,Red Deer Industrial,Canada,52.18220139,-113.8939972
YQG,Windsor Airport,Windsor,Canada,42.27560043,-82.95559692
YQH,Watson Lake Airport,Watson Lake,Canada,60.11640167,-128.8220062
YQK,Kenora Airport,Kenora,Canada,49.78829956,-94.36309814
YQL,Lethbridge County Airport,Lethbridge,Canada,49.63029861,-112.8000031
YQM,Greater Moncton International Airport,Moncton,Canada,46.11220169,-64.6785965
YQQ,Comox Airport,Comox,Canada,49.71080017,-124.887001
YQR,Regina International Airport,Regina,Canada,50.43190002,-104.6660004
YQT,Thunder Bay Airport,Thunder Bay,Canada,48.37189865,-89.32389832
YQU,Grande Prairie Airport,Grande Prairie,Canada,55.17969894,-118.8850021
YQV,Yorkton Municipal Airport,Yorkton,Canada,51.26470184,-102.461998
YQW,North Battleford Airport,North Battleford,Canada,52.76919937,-108.2440033
YQX,Gander International Airport,Gander,Canada,48.93690109,-54.56809998
YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,46.1614,-60.047798
YQZ,Quesnel Airport,Quesnel,Canada,53.02610016,-122.5100021
YRB,Resolute Bay Airport,Resolute,Canada,74.71690369,-94.9693985
YRI,Rivière-du-Loup Airport,Riviere Du Loup,Canada,47.76440048,-69.58470154
YRJ,Roberval Airport,Roberval,Canada,48.52000046,-72.26560211
YRM,Rocky Mountain House Airport,Rocky Mountain House,Canada,52.42969894,-114.9039993
YRT,Rankin Inlet Airport,Rankin Inlet,Canada,62.81140137,-92.11579895
YSB,Sudbury Airport,Sudbury,Canada,46.625,-80.79889679
YSC,Sherbrooke Airport,Sherbrooke,Canada,45.43859863,-71.69139862
YSJ,Saint John Airport,St. John,Canada,45.31610107,-65.89029694
YSM,Fort Smith Airport,Fort Smith,Canada,60.02030182,-111.961998
YSR,Nanisivik Airport,Nanisivik,Canada,72.982201,-84.613602
YSU,Summerside Airport,Summerside,Canada,46.44060135,-63.83359909
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,71.99389648,-125.2429962
YTE,Cape Dorset Airport,Cape Dorset,Canada,64.23000336,-76.52670288
YTH,Thompson Airport,Thompson,Canada,55.80110168,-97.86419678
YTR,CFB Trenton,Trenton,Canada,44.1189003,-77.52809906
YTS,Timmins/Victor M. Power,Timmins,Canada,48.56969833,-81.37670136
YTZ,Billy Bishop Toronto City Centre Airport,Toronto,Canada,43.627499,-79.396202
YUB,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,69.4332962,-133.026001
YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,45.47060013,-73.74079895
YUT,Repulse Bay Airport,Repulse Bay,Canada,66.52140045,-86.22470093
YUX,Hall Beach Airport,Hall Beach,Canada,68.77610016,-81.2425
YUY,Rouyn Noranda Airport,Rouyn,Canada,48.20610046,-78.83560181
YVC,La Ronge Airport,La Ronge,Canada,55.15140152,-105.262001
YVG,Vermilion Airport,Vermillion,Canada,53.35580063,-110.8239975
YVM,Qikiqtarjuaq Airport,Broughton Island,Canada,67.54579926,-64.03140259
YVO,Val-d'Or Airport,Val D'or,Canada,48.05329895,-77.78279877
YVP,Kuujjuaq Airport,Quujjuaq,Canada,58.09609985,-68.42690277
YVQ,Norman Wells Airport,Norman Wells,Canada,65.28160095,-126.7979965
YVR,Vancouver International Airport,Vancouver,Canada,49.19390106,-123.1839981
YVT,Buffalo Narrows Airport,Buffalo Narrows,Canada,55.84189987,-108.4179993
YVV,Wiarton Airport,Wiarton,Canada,44.7458,-81.107201
YWA,Petawawa Airport,Petawawa,Canada,45.95220184,-77.31919861
YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,49.90999985,-97.23989868
YWK,Wabush Airport,Wabush,Canada,52.9219017,-66.86440277
YWL,Williams Lake Airport,Williams Lake,Canada,52.18310165,-122.0540009
YWY,Wrigley Airport,Wrigley,Canada,63.20940018,-123.4369965
YXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,49.6108017,-115.7819977
YXD,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,53.57249832,-113.5210037
YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,52.17079926,-106.6999969
YXH,Medicine Hat Airport,Medicine Hat,Canada,50.01890182,-110.7210007
YXJ,Fort St John Airport,Fort Saint John,Canada,56.23809814,-120.7399979
YXL,Sioux Lookout Airport,Sioux Lookout,Canada,50.11389923,-91.90529633
YXP,Pangnirtung Airport,Pangnirtung,Canada,66.14499664,-65.71360016
YXR,Earlton (Timiskaming Regional) Airport,Earlton,Canada,47.69740065,-79.84734535
YXS,Prince George Airport,Prince George,Canada,53.88940048,-122.6790009
YXT,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,54.468498,-128.576009
YXU,London Airport,London,Canada,43.035599,-81.1539
YXX,Abbotsford Airport,Abbotsford,Canada,49.02529907,-122.3610001
YXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,60.70959854,-135.0670013
YYB,North Bay Jack Garland Airport,North Bay,Canada,46.363602,-79.422798
YYC,Calgary International Airport,Calgary,Canada,51.11389923,-114.0199966
YYD,Smithers Airport,Smithers,Canada,54.8246994,-127.1829987
YYE,Fort Nelson Airport,Fort Nelson,Canada,58.83639908,-122.5970001
YYF,Penticton Airport,Penticton,Canada,49.46310043,-119.6019974
YYG,Charlottetown Airport,Charlottetown,Canada,46.29000092,-63.12110138
YYH,Taloyoak Airport,Spence Bay,Canada,69.54669952,-93.5766983
YYJ,Victoria International Airport,Victoria,Canada,48.64690018,-123.4260025
YYL,Lynn Lake Airport,Lynn Lake,Canada,56.86389923,-101.0759964
YYN,Swift Current Airport,Swift Current,Canada,50.29190063,-107.6910019
YYQ,Churchill Airport,Churchill,Canada,58.73920059,-94.06500244
YYR,Goose Bay Airport,Goose Bay,Canada,53.31919861,-60.42580032
YYT,St. John's International Airport,St. John's,Canada,47.61859894,-52.75189972
YYU,Kapuskasing Airport,Kapuskasing,Canada,49.41389847,-82.46749878
YYW,Armstrong Airport,Armstrong,Canada,50.29029846,-88.90969849
YYY,Mont Joli Airport,Mont Joli,Canada,48.60860062,-68.20809937
YYZ,Lester B. Pearson International Airport,Toronto,Canada,43.67720032,-79.63059998
YZD,Downsview Airport,Toronto,Canada,43.74250031,-79.46559906
YZE,Gore Bay Manitoulin Airport,Gore Bay,Canada,45.88529968,-82.56780243
YZF,Yellowknife Airport,Yellowknife,Canada,62.46279907,-114.4400024
YZH,Slave Lake Airport,Slave Lake,Canada,55.29309845,-114.7770004
YZP,Sandspit Airport,Sandspit,Canada,53.25429916,-131.8139954
YZR,Chris Hadfield Airport,Sarnia,Canada,42.99940109,-82.30889893
YZT,Port Hardy Airport,Port Hardy,Canada,50.68059921,-127.3669968
YZU,Whitecourt Airport,Whitecourt,Canada,54.14390182,-115.7870026
YZV,Sept-Îles Airport,Sept-iles,Canada,50.22330093,-66.26560211
YZW,Teslin Airport,Teslin,Canada,60.17279816,-132.7429962
YZX,CFB Greenwood,Greenwood,Canada,44.9844017,-64.91690063
ZFA,Faro Airport,Faro,Canada,62.20750046,-133.3760071
ZFM,Fort Mcpherson Airport,Fort Mcpherson,Canada,67.40750122,-134.8609924
QLD,Blida Airport,Blida,Algeria,36.50360107,2.814169884
BUJ,Bou Saada Airport,Bou Saada,Algeria,35.33250046,4.206389904
BJA,Soummam Airport,Bejaja,Algeria,36.7120018,5.069920063
ALG,Houari Boumediene Airport,Algier,Algeria,36.69100189,3.215409994
DJG,Djanet Inedbirene Airport,Djanet,Algeria,24.292801,9.45244
VVZ,Illizi Takhamalt Airport,Illizi,Algeria,26.7234993,8.622650146
TMR,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,22.81150055,5.451079845
GJL,Jijel Ferhat Abbas Airport,Jijel,Algeria,36.79510117,5.87361002
MZW,Mecheria Airport,Mecheria,Algeria,33.53590012,-0.242353007
AAE,Rabah Bitat Airport,Annaba,Algeria,36.822201,7.809174
CZL,Mohamed Boudiaf International Airport,Constantine,Algeria,36.27600098,6.620389938
TEE,Cheikh Larbi Tébessi Airport,Tebessa,Algeria,35.43159866,8.12071991
HRM,Hassi R'Mel Airport,Tilrempt,Algeria,32.93040085,3.311539888
TID,Bou Chekif Airport,Tiaret,Algeria,35.34109879,1.463150024
TIN,Tindouf Airport,Tindouf,Algeria,27.7003994,-8.167099953
CFK,Ech Cheliff Airport,Ech-cheliff,Algeria,36.21269989,1.331769943
TAF,Tafaraoui Airport,Oran,Algeria,35.54240036,-0.532278001
TLM,Zenata – Messali El Hadj Airport,Tlemcen,Algeria,35.01670074,-1.450000048
ORN,Es Senia Airport,Oran,Algeria,35.62390137,-0.621182978
BFW,Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,35.17179871,-0.593275011
MUW,Ghriss Airport,Ghriss,Algeria,35.20769882,0.147141993
AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,27.83760071,-0.186414003
BSK,Biskra Airport,Biskra,Algeria,34.79330063,5.738230228
ELG,El Golea Airport,El Golea,Algeria,30.57130051,2.859590054
GHA,Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,32.38410187,3.79411006
HME,Oued Irara Airport,Hassi Messaoud,Algeria,31.67300034,6.140439987
INZ,In Salah Airport,In Salah,Algeria,27.25099945,2.512020111
TGR,Touggourt Sidi Madhi Airport,Touggourt,Algeria,33.06779861,6.088669777
LOO,Laghouat Airport,Laghouat,Algeria,33.76440048,2.928339958
TMX,Timimoun Airport,Timimoun,Algeria,29.2371006,0.276033014
OGX,Ain el Beida Airport,Ouargla,Algeria,31.91720009,5.412779808
IAM,In Aménas Airport,Zarzaitine,Algeria,28.0515,9.64291
COO,Cadjehoun Airport,Cotonou,Benin,6.357230186,2.384350061
OUA,Ouagadougou Airport,Ouagadougou,Burkina Faso,12.3532,-1.51242
BOY,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,11.16009998,-4.33096981
ACC,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786
TML,Tamale Airport,Tamale,Ghana,9.557189941,-0.863214016
NYI,Sunyani Airport,Sunyani,Ghana,7.361830235,-2.328759909
TKD,Takoradi Airport,Takoradi,Ghana,4.89605999,-1.774760008
ABJ,Port Bouet Airport,Abidjan,Cote d'Ivoire,5.261390209,-3.926290035
BYK,Bouaké Airport,Bouake,Cote d'Ivoire,7.738800049,-5.07366991
DJO,Daloa Airport,Daloa,Cote d'Ivoire,6.792809963,-6.473189831
HGO,Korhogo Airport,Korhogo,Cote d'Ivoire,9.387180328,-5.556660175
MJC,Man Airport,Man,Cote d'Ivoire,7.272069931,-7.587359905
SPY,San Pedro Airport,San Pedro,Cote d'Ivoire,4.746719837,-6.660820007
ASK,Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,6.903170109,-5.365580082
ABV,Nnamdi Azikiwe International Airport,Abuja,Nigeria,9.006790161,7.263169765
AKR,Akure Airport,Akure,Nigeria,7.246739864,5.301010132
BNI,Benin Airport,Benin,Nigeria,6.316979885,5.599500179
CBQ,Margaret Ekpo International Airport,Calabar,Nigeria,4.976019859,8.347200394
ENU,Akanu Ibiam International Airport,Enugu,Nigeria,6.474269867,7.56196022
IBA,Ibadan Airport,Ibadan,Nigeria,7.362460136,3.978329897
ILR,Ilorin International Airport,Ilorin,Nigeria,8.440210342,4.493919849
JOS,Yakubu Gowon Airport,Jos,Nigeria,9.639829636,8.869050026
KAD,Kaduna Airport,Kaduna,Nigeria,10.6960001,7.320109844
KAN,Mallam Aminu International Airport,Kano,Nigeria,12.0476,8.52462
MIU,Maiduguri International Airport,Maiduguri,Nigeria,11.85529995,13.08090019
MDI,Makurdi Airport,Makurdi,Nigeria,7.70388,8.61394
LOS,Murtala Muhammed International Airport,Lagos,Nigeria,6.577370167,3.321160078
MXJ,Minna Airport,Minna,Nigeria,9.652170181,6.462259769
PHC,Port Harcourt International Airport,Port Hartcourt,Nigeria,5.015490055,6.949590206
SKO,Sadiq Abubakar III International Airport,Sokoto,Nigeria,12.91629982,5.207190037
YOL,Yola Airport,Yola,Nigeria,9.25755024,12.43039989
ZAR,Zaria Airport,Zaria,Nigeria,11.1302,7.68581
MFQ,Maradi Airport,Maradi,Niger,13.50249958,7.126749992
NIM,Diori Hamani International Airport,Niamey,Niger,13.4815,2.18361
THZ,Tahoua Airport,Tahoua,Niger,14.8757,5.265359879
AJY,Mano Dayak International Airport,Agadez,Niger,16.9659996,8.000109673
ZND,Zinder Airport,Zinder,Niger,13.77900028,8.98375988
MIR,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,35.7580986,10.75469971
TUN,Tunis Carthage International Airport,Tunis,Tunisia,36.85100174,10.22719955
GAF,Gafsa Ksar International Airport,Gafsa,Tunisia,34.42200089,8.822500229
GAE,Gabès Matmata International Airport,Gabes,Tunisia,33.87689972,10.10330009
DJE,Djerba Zarzis International Airport,Djerba,Tunisia,33.875,10.7755003
EBM,El Borma Airport,El Borma,Tunisia,31.70429993,9.254619598
SFA,Sfax Thyna International Airport,Sfax,Tunisia,34.7179985,10.69099998
TOE,Tozeur Nefta International Airport,Tozeur,Tunisia,33.93970108,8.110560417
LRL,Niamtougou International Airport,Niatougou,Togo,9.76733017,1.091249943
LFW,Lomé-Tokoin Airport,Lome,Togo,6.165609837,1.254510045
ANR,Antwerp International Airport (Deurne),Antwerp,Belgium,51.18939972,4.460279942
BRU,Brussels Airport,Brussels,Belgium,50.90140152,4.48443985
CRL,Brussels South Charleroi Airport,Charleroi,Belgium,50.459202,4.45382
KJK,Wevelgem Airport,Kortrijk-vevelgem,Belgium,50.81719971,3.20472002
LGG,Liège Airport,Liege,Belgium,50.63740158,5.443220139
OST,Ostend-Bruges International Airport,Ostend,Belgium,51.19889832,2.862220049
OBL,Zoersel (Oostmalle) Airfield,Zoersel,Belgium,51.264702,4.75333
AOC,Altenburg-Nobitz Airport,Altenburg,Germany,50.981945,12.506389
IES,Riesa-Göhlis Airport,Riesa,Germany,51.29360962,13.35611057
REB,Rechlin-Lärz Airport,Rechlin-laerz,Germany,53.30638886,12.75222206
QXH,Schönhagen Airport,Schoenhagen,Germany,52.203609,13.156389
BBH,Barth Airport,Barth,Germany,54.338253,12.710515
ZMG,"Magdeburg ""City"" Airport",Magdeburg,Germany,52.073612,11.626389
CBU,Cottbus-Drewitz Airport,Cottbus,Germany,51.889442,14.531944
SXF,Berlin-Schönefeld Airport,Berlin,Germany,52.380001,13.5225
DRS,Dresden Airport,Dresden,Germany,51.13280106,13.76720047
ERF,Erfurt Airport,Erfurt,Germany,50.97980118,10.95810032
FRA,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556
FMO,Münster Osnabrück Airport,Munster,Germany,52.13460159,7.684830189
HAM,Hamburg Airport,Hamburg,Germany,53.63040161,9.988229752
THF,Berlin-Tempelhof International Airport,Berlin,Germany,52.47299957,13.40390015
CGN,Cologne Bonn Airport,Cologne,Germany,50.86589813,7.142739773
DUS,Düsseldorf Airport,Duesseldorf,Germany,51.289501,6.76678
MUC,Munich Airport,Munich,Germany,48.353802,11.7861
NUE,Nuremberg Airport,Nuernberg,Germany,49.498699,11.078056
LEJ,Leipzig/Halle Airport,Leipzig,Germany,51.423889,12.236389
SCN,Saarbrücken Airport,Saarbruecken,Germany,49.21459961,7.109509945
STR,Stuttgart Airport,Stuttgart,Germany,48.68989944,9.221960068
TXL,Berlin-Tegel Airport,Berlin,Germany,52.5597,13.2877
HAJ,Hannover Airport,Hannover,Germany,52.46110153,9.685079575
BRE,Bremen Airport,Bremen,Germany,53.04750061,8.786669731
QEF,Frankfurt-Egelsbach Airport,Egelsbach,Germany,49.959999,8.645833
HHN,Frankfurt-Hahn Airport,Hahn,Germany,49.9487,7.26389
MHG,Mannheim-City Airport,Mannheim,Germany,49.473057,8.514167
EIB,Eisenach-Kindel Airport,Eisenach,Germany,50.991604,10.47973
SGE,Siegerland Airport,Siegerland,Germany,50.70769882,8.082969666
XFW,Hamburg-Finkenwerder Airport,Hamburg,Germany,53.53527832,9.83555603
KEL,Kiel-Holtenau Airport,Kiel,Germany,54.37944412,10.14527798
LBC,Lübeck Blankensee Airport,Luebeck,Germany,53.80540085,10.71920013
ESS,Essen Mulheim Airport,Essen,Germany,51.40230179,6.937329769
BFE,Bielefeld Airport,Bielefeld,Germany,51.964722,8.544444
MGL,Mönchengladbach Airport,Moenchengladbach,Germany,51.230278,6.504444
PAD,Paderborn Lippstadt Airport,Paderborn,Germany,51.61410141,8.616319656
DTM,Dortmund Airport,Dortmund,Germany,51.5182991,7.612239838
AGB,Augsburg Airport,Augsburg,Germany,48.425278,10.931667
OBF,Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,48.081402,11.2831
RBM,Straubing Airport,Straubing,Germany,48.90083313,12.51666737
FDH,Friedrichshafen Airport,Friedrichshafen,Germany,47.67129898,9.511489868
SZW,Schwerin Parchim Airport,Parchim,Germany,53.426998,11.7834
BYU,Bayreuth Airport,Bayreuth,Germany,49.985001,11.64
URD,Burg Feuerstein Airport,Burg Feuerstein,Germany,49.79416656,11.13361073
HOQ,Hof-Plauen Airport,Hof,Germany,50.28861237,11.85638905
ZQW,Zweibrücken Airport,Zweibruecken,Germany,49.2094,7.40056
ZQL,Donaueschingen-Villingen Airport,Donaueschingen,Germany,47.97333145,8.522221565
BWE,Braunschweig-Wolfsburg Airport,Braunschweig,Germany,52.319199,10.5561
KSF,Kassel-Calden Airport,Kassel,Germany,51.417273,9.384967
BRV,Bremerhaven Airport,Bremerhaven,Germany,53.506943,8.572778
EME,Emden Airport,Emden,Germany,53.391109,7.2275
WVN,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,53.50222015,8.052222252
BMK,Borkum Airport,Borkum,Germany,53.59639,6.709167
NRD,Norderney Airport,Norderney,Germany,53.70694351,7.230000019
FLF,Flensburg-Schäferhaus Airport,Flensburg,Germany,54.7733345,9.378889084
GWT,Westerland Sylt Airport,Westerland,Germany,54.91320038,8.340470314
KDL,Kärdla Airport,Kardla,Estonia,58.99079895,22.83069992
URE,Kuressaare Airport,Kuressaare,Estonia,58.22990036,22.5095005
EPU,Pärnu Airport,Parnu,Estonia,58.41899872,24.4727993
TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,59.41329956,24.83279991
TAY,Tartu Airport,Tartu,Estonia,58.30749893,26.69039917
ENF,Enontekio Airport,Enontekio,Finland,68.36260223,23.42429924
KEV,Halli Airport,Halli,Finland,61.856039,24.786686
HEM,Helsinki Malmi Airport,Helsinki,Finland,60.25460052,25.0428009
HEL,Helsinki Vantaa Airport,Helsinki,Finland,60.31719971,24.9633007
HYV,Hyvinkää Airfield,Hyvinkaa,Finland,60.65439987,24.8810997
KTQ,Kitee Airport,Kitee,Finland,62.1661,30.073601
IVL,Ivalo Airport,Ivalo,Finland,68.6072998,27.40530014
JOE,Joensuu Airport,Joensuu,Finland,62.66289902,29.60750008
JYV,Jyvaskyla Airport,Jyvaskyla,Finland,62.3995018,25.67830086
KAU,Kauhava Airport,Kauhava,Finland,63.127102,23.051399
KEM,Kemi-Tornio Airport,Kemi,Finland,65.77870178,24.58209991
KAJ,Kajaani Airport,Kajaani,Finland,64.28549957,27.69239998
KHJ,Kauhajoki Airport,Kauhajoki,Finland,62.46250153,22.39310074
KOK,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,63.72119904,23.14310074
