YQU,Grande Prairie,55.17969894,-118.8850021
YQV,Yorkton,51.26470184,-102.461998
YQW,North Battleford,52.76919937,-108.2440033
YQX,Gander,48.93690109,-54.56809998
YQY,Sydney,46.1614,-60.047798
YQZ,Quesnel,53.02610016,-122.5100021
YRB,Resolute,74.71690369,-94.9693985
YRI,Riviere Du Loup,47.76440048,-69.58470154
YRJ,Roberval,48.52000046,-72.26560211
YRM,Rocky Mountain House,52.42969894,-114.9039993
YRT,Rankin Inlet,62.81140137,-92.11579895
YSB,Sudbury,46.625,-80.79889679
YSC,Sherbrooke,45.43859863,-71.69139862
YSJ,St. John,45.31610107,-65.89029694
YSM,Fort Smith,60.02030182,-111.961998
YSR,Nanisivik,72.982201,-84.613602
YSU,Summerside,46.44060135,-63.83359909
YSY,Sachs Harbour,71.99389648,-125.2429962
YTE,Cape Dorset,64.23000336,-76.52670288
YTH,Thompson,55.80110168,-97.86419678
YTR,Trenton,44.1189003,-77.52809906
YTS,Timmins,48.56969833,-81.37670136
YTZ,Toronto,43.627499,-79.396202
YUB,Tuktoyaktuk,69.4332962,-133.026001
YUL,Montreal,45.47060013,-73.74079895
YUT,Repulse Bay,66.52140045,-86.22470093
YUX,Hall Beach,68.77610016,-81.2425
YUY,Rouyn,48.20610046,-78.83560181
YVC,La Ronge,55.15140152,-105.262001
YVG,Vermillion,53.35580063,-110.8239975
YVM,Broughton Island,67.54579926,-64.03140259
YVO,Val D'or,48.05329895,-77.78279877
YVP,Quujjuaq,58.09609985,-68.42690277
YVQ,Norman Wells,65.28160095,-126.7979965
YVR,Vancouver,49.19390106,-123.1839981
YVT,Buffalo Narrows,55.84189987,-108.4179993
YVV,Wiarton,44.7458,-81.107201
YWA,Petawawa,45.95220184,-77.31919861
YWG,Winnipeg,49.90999985,-97.23989868
YWK,Wabush,52.9219017,-66.86440277
YWL,Williams Lake,52.18310165,-122.0540009
YWY,Wrigley,63.20940018,-123.4369965
YXC,Cranbrook,49.6108017,-115.7819977
YXD,Edmonton,53.57249832,-113.5210037
YXE,Saskatoon,52.17079926,-106.6999969
YXH,Medicine Hat,50.01890182,-110.7210007
YXJ,Fort Saint John,56.23809814,-120.7399979
YXL,Sioux Lookout,50.11389923,-91.90529633
YXP,Pangnirtung,66.14499664,-65.71360016
YXR,Earlton,47.69740065,-79.84734535
YXS,Prince George,53.88940048,-122.6790009
YXT,Terrace,54.468498,-128.576009
YXU,London,43.035599,-81.1539
YXX,Abbotsford,49.02529907,-122.3610001
YXY,Whitehorse,60.70959854,-135.0670013
YYB,North Bay,46.363602,-79.422798
YYC,Calgary,51.11389923,-114.0199966
YYD,Smithers,54.8246994,-127.1829987
YYE,Fort Nelson,58.83639908,-122.5970001
YYF,Penticton,49.46310043,-119.6019974
YYG,Charlottetown,46.29000092,-63.12110138
YYH,Spence Bay,69.54669952,-93.5766983
YYJ,Victoria,48.64690018,-123.4260025
YYL,Lynn Lake,56.86389923,-101.0759964
YYN,Swift Current,50.29190063,-107.6910019
YYQ,Churchill,58.73920059,-94.06500244
YYR,Goose Bay,53.31919861,-60.42580032
YYT,St. John's,47.61859894,-52.75189972
YYU,Kapuskasing,49.41389847,-82.46749878
YYW,Armstrong,50.29029846,-88.90969849
YYY,Mont Joli,48.60860062,-68.20809937
YYZ,Toronto,43.67720032,-79.63059998
YZD,Toronto,43.74250031,-79.46559906
YZE,Gore Bay,45.88529968,-82.56780243
YZF,Yellowknife,62.46279907,-114.4400024
YZH,Slave Lake,55.29309845,-114.7770004
YZP,Sandspit,53.25429916,-131.8139954
YZR,Sarnia,42.99940109,-82.30889893
YZT,Port Hardy,50.68059921,-127.3669968
YZU,Whitecourt,54.14390182,-115.7870026
YZV,Sept-iles,50.22330093,-66.26560211
YZW,Teslin,60.17279816,-132.7429962
YZX,Greenwood,44.9844017,-64.91690063
ZFA,Faro,62.20750046,-133.3760071
ZFM,Fort Mcpherson,67.40750122,-134.8609924
QLD,Blida,36.50360107,2.814169884
BUJ,Bou Saada,35.33250046,4.206389904
BJA,Bejaja,36.7120018,5.069920063
ALG,Algier,36.69100189,3.215409994
DJG,Djanet,24.292801,9.45244
VVZ,Illizi,26.7234993,8.622650146
TMR,Tamanrasset,22.81150055,5.451079845
GJL,Jijel,36.79510117,5.87361002
MZW,Mecheria,33.53590012,-0.242353007
AAE,Annaba,36.822201,7.809174
CZL,Constantine,36.27600098,6.620389938
TEE,Tebessa,35.43159866,8.12071991
HRM,Tilrempt,32.93040085,3.311539888
TID,Tiaret,35.34109879,1.463150024
TIN,Tindouf,27.7003994,-8.167099953
CFK,Ech-cheliff,36.21269989,1.331769943
TAF,Oran,35.54240036,-0.532278001
TLM,Tlemcen,35.01670074,-1.450000048
ORN,Oran,35.62390137,-0.621182978
BFW,Sidi Bel Abbes,35.17179871,-0.593275011
MUW,Ghriss,35.20769882,0.147141993
AZR,Adrar,27.83760071,-0.186414003
BSK,Biskra,34.79330063,5.738230228
ELG,El Golea,30.57130051,2.859590054
GHA,Ghardaia,32.38410187,3.79411006
HME,Hassi Messaoud,31.67300034,6.140439987
INZ,In Salah,27.25099945,2.512020111
TGR,Touggourt,33.06779861,6.088669777
LOO,Laghouat,33.76440048,2.928339958
TMX,Timimoun,29.2371006,0.276033014
OGX,Ouargla,31.91720009,5.412779808
IAM,Zarzaitine,28.0515,9.64291
COO,Cotonou,6.357230186,2.384350061
OUA,Ouagadougou,12.3532,-1.51242
BOY,Bobo-dioulasso,11.16009998,-4.33096981
ACC,Accra,5.6051898,-0.166786
TML,Tamale,9.557189941,-0.863214016
NYI,Sunyani,7.361830235,-2.328759909
TKD,Takoradi,4.89605999,-1.774760008
ABJ,Abidjan,5.261390209,-3.926290035
BYK,Bouake,7.738800049,-5.07366991
DJO,Daloa,6.792809963,-6.473189831
HGO,Korhogo,9.387180328,-5.556660175
MJC,Man,7.272069931,-7.587359905
SPY,San Pedro,4.746719837,-6.660820007
ASK,Yamoussoukro,6.903170109,-5.365580082
ABV,Abuja,9.006790161,7.263169765
AKR,Akure,7.246739864,5.301010132
BNI,Benin,6.316979885,5.599500179
CBQ,Calabar,4.976019859,8.347200394
ENU,Enugu,6.474269867,7.56196022
IBA,Ibadan,7.362460136,3.978329897
ILR,Ilorin,8.440210342,4.493919849
JOS,Jos,9.639829636,8.869050026
KAD,Kaduna,10.6960001,7.320109844
KAN,Kano,12.0476,8.52462
MIU,Maiduguri,11.85529995,13.08090019
MDI,Makurdi,7.70388,8.61394
LOS,Lagos,6.577370167,3.321160078
MXJ,Minna,9.652170181,6.462259769
PHC,Port Hartcourt,5.015490055,6.949590206
SKO,Sokoto,12.91629982,5.207190037
YOL,Yola,9.25755024,12.43039989
ZAR,Zaria,11.1302,7.68581
MFQ,Maradi,13.50249958,7.126749992
NIM,Niamey,13.4815,2.18361
THZ,Tahoua,14.8757,5.265359879
AJY,Agadez,16.9659996,8.000109673
ZND,Zinder,13.77900028,8.98375988
MIR,Monastir,35.7580986,10.75469971
TUN,Tunis,36.85100174,10.22719955
GAF,Gafsa,34.42200089,8.822500229
GAE,Gabes,33.87689972,10.10330009
DJE,Djerba,33.875,10.7755003
EBM,El Borma,31.70429993,9.254619598
SFA,Sfax,34.7179985,10.69099998
TOE,Tozeur,33.93970108,8.110560417
LRL,Niatougou,9.76733017,1.091249943
LFW,Lome,6.165609837,1.254510045
ANR,Antwerp,51.18939972,4.460279942
BRU,Brussels,50.90140152,4.48443985
CRL,Charleroi,50.459202,4.45382
KJK,Kortrijk-vevelgem,50.81719971,3.20472002
LGG,Liege,50.63740158,5.443220139
OST,Ostend,51.19889832,2.862220049
OBL,Zoersel,51.264702,4.75333
AOC,Altenburg,50.981945,12.506389
IES,Riesa,51.29360962,13.35611057
REB,Rechlin-laerz,53.30638886,12.75222206
QXH,Schoenhagen,52.203609,13.156389
BBH,Barth,54.338253,12.710515
ZMG,Magdeburg,52.073612,11.626389
CBU,Cottbus,51.889442,14.531944
SXF,Berlin,52.380001,13.5225
DRS,Dresden,51.13280106,13.76720047
ERF,Erfurt,50.97980118,10.95810032
FRA,Frankfurt,50.033333,8.570556
FMO,Munster,52.13460159,7.684830189
HAM,Hamburg,53.63040161,9.988229752
THF,Berlin,52.47299957,13.40390015
CGN,Cologne,50.86589813,7.142739773
DUS,Duesseldorf,51.289501,6.76678
MUC,Munich,48.353802,11.7861
NUE,Nuernberg,49.498699,11.078056
LEJ,Leipzig,51.423889,12.236389
SCN,Saarbruecken,49.21459961,7.109509945
STR,Stuttgart,48.68989944,9.221960068
TXL,Berlin,52.5597,13.2877
HAJ,Hannover,52.46110153,9.685079575
BRE,Bremen,53.04750061,8.786669731
QEF,Egelsbach,49.959999,8.645833
HHN,Hahn,49.9487,7.26389
MHG,Mannheim,49.473057,8.514167
EIB,Eisenach,50.991604,10.47973
SGE,Siegerland,50.70769882,8.082969666
XFW,Hamburg,53.53527832,9.83555603
KEL,Kiel,54.37944412,10.14527798
LBC,Luebeck,53.80540085,10.71920013
ESS,Essen,51.40230179,6.937329769
BFE,Bielefeld,51.964722,8.544444
MGL,Moenchengladbach,51.230278,6.504444
PAD,Paderborn,51.61410141,8.616319656
DTM,Dortmund,51.5182991,7.612239838
AGB,Augsburg,48.425278,10.931667
OBF,Oberpfaffenhofen,48.081402,11.2831
RBM,Straubing,48.90083313,12.51666737
FDH,Friedrichshafen,47.67129898,9.511489868
SZW,Parchim,53.426998,11.7834
BYU,Bayreuth,49.985001,11.64
URD,Burg Feuerstein,49.79416656,11.13361073
HOQ,Hof,50.28861237,11.85638905
ZQW,Zweibruecken,49.2094,7.40056
ZQL,Donaueschingen,47.97333145,8.522221565
BWE,Braunschweig,52.319199,10.5561
KSF,Kassel,51.417273,9.384967
BRV,Bremerhaven,53.506943,8.572778
EME,Emden,53.391109,7.2275
WVN,Wilhelmshaven,53.50222015,8.052222252
BMK,Borkum,53.59639,6.709167
NRD,Norderney,53.70694351,7.230000019
FLF,Flensburg,54.7733345,9.378889084
GWT,Westerland,54.91320038,8.340470314
KDL,Kardla,58.99079895,22.83069992
URE,Kuressaare,58.22990036,22.5095005
EPU,Parnu,58.41899872,24.4727993
TLL,Tallinn-ulemiste International,59.41329956,24.83279991
TAY,Tartu,58.30749893,26.69039917
ENF,Enontekio,68.36260223,23.42429924
KEV,Halli,61.856039,24.786686
HEM,Helsinki,60.25460052,25.0428009
HEL,Helsinki,60.31719971,24.9633007
HYV,Hyvinkaa,60.65439987,24.8810997
KTQ,Kitee,62.1661,30.073601
IVL,Ivalo,68.6072998,27.40530014
JOE,Joensuu,62.66289902,29.60750008
JYV,Jyvaskyla,62.3995018,25.67830086
KAU,Kauhava,63.127102,23.051399
KEM,Kemi,65.77870178,24.58209991
KAJ,Kajaani,64.28549957,27.69239998
KHJ,Kauhajoki,62.46250153,22.39310074
KOK,Kruunupyy,63.72119904,23.14310074
KAO,Kuusamo,65.98760223,29.23940086
KTT,Kittila,67.7009964,24.84679985
KUO,Kuopio,63.00709915,27.79780006
QLF,Vesivehmaa,61.144199,25.693501
LPP,Lappeenranta,61.044601,28.144743
MHQ,Mariehamn,60.12220001,19.89819908
MIK,Mikkeli,61.6866,27.201799
OUL,Oulu,64.93009949,25.35460091
POR,Pori,61.46170044,21.79999924
RVN,Rovaniemi,66.56479645,25.83040047
SVL,Savonlinna,61.94309998,28.94510078
SOT,Sodankyla,67.39499664,26.61910057
TMP,Tampere,61.41410065,23.60440063
TKU,Turku,60.51409912,22.26280022
UTI,Utti,60.89640045,26.93840027
VAA,Vaasa,63.05070114,21.7621994
VRK,Varkaus,62.17110062,27.86860085
YLI,Ylivieska-raudaskyla,64.0547222,24.7252778
BFS,Belfast,54.65750122,-6.215829849
ENK,Enniskillen,54.39889908,-7.651669979
BHD,Belfast,54.61809921,-5.872499943
LDY,Londonderry,55.0428009,-7.161109924
BHX,Birmingham,52.45389938,-1.748029947
CVT,Coventry,52.36970139,-1.479719996
GLO,Golouchestershire,51.89419937,-2.167220116
GBA,Pailton,51.668095,-2.05694
MAN,Manchester,53.35369873,-2.274950027
NQY,Newquai,50.44060135,-4.995409966
LYE,Lyneham,51.5051,-1.99343
YEO,Yeovilton,51.00939941,-2.638819933
HAW,Haverfordwest,51.83309937,-4.961110115
CWL,Cardiff,51.39670181,-3.343329906
SWS,Swansea,51.6053009,-4.067830086
BRS,Bristol,51.382702,-2.71909
LPL,Liverpool,53.33359909,-2.849720001
LTN,London,51.87469864,-0.368333012
PLH,Plymouth,50.422798,-4.10583
BOH,Bournemouth,50.77999878,-1.842499971
SOU,Southampton,50.95029831,-1.35679996
QLA,Lasham,51.18719864,-1.033499956
ACI,Alderney,49.706104,-2.21472
GCI,Guernsey,49.43500137,-2.601969957
JER,Jersey,49.207901,-2.195509911
ESH,Shoreham By Sea,50.835602,-0.297222
BQH,Biggin Hill,51.3307991,0.032499999
LGW,London,51.148102,-0.190278
LCY,London,51.505299,0.055278
FAB,Farnborough,51.2757988,-0.776332974
BBS,Blackbushe,51.32389832,-0.847500026
LHR,London,51.4706,-0.461941
SEN,Southend,51.57139969,0.695555985
LYX,Lydd,50.95610046,0.939167023
MSE,Manston,51.342201,1.34611
CAX,Carlisle,54.9375,-2.809170008
BLK,Blackpool,53.77170181,-3.028609991
HUY,Humberside,53.57440186,-0.350832999
BWF,Barrow Island,54.1286111,-3.2675
LBA,Leeds,53.86589813,-1.660570025
WRT,Warton,53.745098,-2.88306
CEG,Hawarden,53.17810059,-2.977780104
IOM,Isle Of Man,54.08330154,-4.623889923
NCL,Newcastle,55.03749847,-1.691669941
MME,Teesside,54.50920105,-1.429409981
EMA,East Midlands,52.83110046,-1.328060031
KOI,Kirkwall,58.95780182,-2.904999971
LSI,Sumburgh,59.87889862,-1.295560002
WIC,Wick,58.45890045,-3.093060017
ABZ,Aberdeen,57.20190048,-2.197779894
INV,Inverness,57.54249954,-4.047500134
GLA,Glasgow,55.87189865,-4.433060169
EDI,Edinburgh,55.95000076,-3.372499943
ILY,Islay,55.68190002,-6.256669998
PIK,Prestwick,55.50939941,-4.586669922
BEB,Benbecula,57.48109818,-7.362780094
SCS,Scatsta,60.43280029,-1.296110034
DND,Dundee,56.45249939,-3.02583003
SYY,Stornoway,58.21559906,-6.331110001
TRE,Tiree,56.49919891,-6.869170189
ADX,Leuchars,56.3728981,-2.868439913
LMO,Lossiemouth,57.7052002,-3.339169979
CBG,Cambridge,52.205002,0.175
NWI,Norwich,52.67580032,1.282780051
STN,London,51.88499832,0.234999999
EXT,Exeter,50.7344017,-3.413889885
FZO,Bristol,51.51940155,-2.590830088
OXF,Oxford,51.8368988,-1.320000052
BEX,Benson,51.61640167,-1.095829964
LKZ,Lakenheath,52.40930176,0.56099999
MHZ,Mildenhall,52.36190033,0.486405998
QUY,Wyton,52.35720062,-0.107832998
FFD,Fairford,51.68220139,-1.790030003
BZZ,Brize Norton,51.75,-1.58362
ODH,Odiham,51.23410034,-0.942825019
NHT,Northolt,51.5530014,-0.418166995
QCY,Coningsby,53.0929985,-0.166014001
BEQ,Honington,52.34260178,0.772939026
SQZ,Scampton,53.30780029,-0.550832987
HRT,Linton-on-ouse,54.0489006,-1.252750039
WTN,Waddington,53.16619873,-0.523810983
KNF,Marham,52.648395,0.550692
MPN,Mount Pleasant,-51.82279968,-58.44720078
AMS,Amsterdam,52.308601,4.76389
MST,Maastricht,50.911701,5.77014
EIN,Eindhoven,51.45009995,5.374529839
GRQ,Groningen,53.11970139,6.579440117
GLZ,Gilze-rijen,51.56740189,4.931829929
DHR,De Kooy,52.92340088,4.780620098
LEY,Lelystad,52.4603,5.52722
LWR,Leeuwarden,53.22859955,5.760560036
RTM,Rotterdam,51.956902,4.43722
UTC,Soesterberg,52.12730026,5.276189804
ENS,Enschede,52.275833,6.889167
LID,Valkenburg,52.16609955,4.41794014
WOE,Woensdrecht,51.4491,4.34203
ORK,Cork,51.84130096,-8.491109848
GWY,Galway,53.30020142,-8.941590309
DUB,Dublin,53.421299,-6.27007
NOC,Connaught,53.91030121,-8.818490028
KIR,Kerry,52.18090057,-9.523779869
SNN,Shannon,52.702,-8.92482
SXL,Sligo,54.28020096,-8.599209785
WAT,Waterford,52.18719864,-7.086959839
AAR,Aarhus,56.29999924,10.61900043
BLL,Billund,55.74029922,9.151780128
CPH,Copenhagen,55.61790085,12.65600014
EBJ,Esbjerg,55.525902,8.5534
KRP,Karup,56.29750061,9.124629974
BYR,Laeso,57.27719879,11.00010014
MRW,Maribo,54.699299,11.4401
ODE,Odense,55.47669983,10.33090019
RKE,Copenhagen,55.58560181,12.13140011
RNN,Ronne,55.06330109,14.75959969
SGD,Soenderborg,54.96440125,9.791729927
SKS,Skrydstrup,55.221048,9.26702
SQW,Skive,56.55020142,9.172980309
TED,Thisted,57.06880188,8.705220222
FAE,Vagar,62.06359863,-7.277219772
STA,Stauning,55.99010086,8.353910446
AAL,Aalborg,57.09275891,9.849243164
LUX,Luxemburg,49.6233333,6.2044444
ANX,Andoya,69.29250336,16.14419937
ALF,Alta,69.97609711,23.37170029
BNN,Bronnoysund,65.46109772,12.21749973
BOO,Bodo,67.26920319,14.36530018
BGO,Bergen,60.29339981,5.218140125
BJF,Batsfjord,70.60050201,29.69140053
KRS,Kristiansand,58.204201,8.08537
DLD,Geilo,60.41730118,8.518349648
BDU,Bardufoss,69.05580139,18.54039955
VDB,Fagernes,61.0155983,9.288060188
FRO,Floro,61.58359909,5.024720192
OSL,Oslo,60.121,11.0502
HAU,Haugesund,59.34529877,5.208360195
HAA,Hasvik,70.48670197,22.13969994
KSU,Kristiansund,63.11180115,7.824520111
KKN,Kirkenes,69.72579956,29.8913002
FAN,Farsund,58.09949875,6.626049995
MOL,Molde,62.74470139,7.262499809
MJF,Mosjoen,65.78399658,13.21490002
LKL,Lakselv,70.06880188,24.9734993
NTB,Notodden,59.565701,9.21222
OLA,Orland,63.69889832,9.604000092
RRS,Roros,62.57839966,11.34230042
SKE,Skien,59.18500137,9.566940308
SRP,Stord,59.79190063,5.340849876
SSJ,Sandnessjoen,65.95680237,12.46889973
TOS," Torp""",10.25860024,286
TRD,Trondheim,63.4578018,10.9239998
SVG,Stavanger,58.87670135,5.63778019
GDN,Gdansk,54.37760162,18.46619987
KRK,Krakow,50.077702,19.7848
KTW,Katowice,50.4743,19.08
POZ,Poznan,52.42100143,16.82629967
RZE,Rzeszow,50.11000061,22.0189991
SZZ,Szczecin,53.58470154,14.90219975
OSP,Slupsk,54.47890091,17.10750008
WAW,Warsaw,52.16569901,20.96710014
WRO,Wroclaw,51.10269928,16.88579941
IEG,Zielona Gora,52.13850021,15.7986002
RNB,Ronneby,56.26670074,15.26500034
GOT,Gothenborg,57.66279984,12.27980042
JKG,Joenkoeping,57.75759888,14.06869984
LDK,Lidkoping,58.4655,13.1744
GSE,Gothenborg,57.7747,11.8704
KVB,Skovde,58.45640182,13.97270012
THN,Trollhattan,58.31809998,12.34500027
KSK,Karlskoga,59.34590149,14.49590015
MXX,Mora,60.957901,14.5114
NYO,Stockholm,58.78860092,16.91220093
KID,Kristianstad,55.92169952,14.08549976
OSK,Oskarshamn,57.350498,16.497999
KLR,Kalkmar,56.6855011,16.28759956
MMX,Malmoe,55.53630536,13.37619781
HAD,Halmstad,56.69110107,12.82019997
VXO,Vaxjo,56.92910004,14.72799969
EVG,Sveg,62.04779816,14.4229002
GEV,Gallivare,67.13240051,20.81459999
HUV,Hudiksvall,61.76810074,17.08069992
KRF,Kramfors,63.04859924,17.76889992
LYC,Lycksele,64.5483017,18.71619987
SDL,Sundsvall,62.52809906,17.44389915
OER,Ornskoldsvik,63.40829849,18.98999977
KRN,Kiruna,67.8219986,20.33679962
SFT,Skelleftea,64.62480164,21.07690048
UME,Umea,63.79180145,20.28280067
VHM,Vilhelmina,64.57910156,16.83359909
AJR,Arvidsjaur,65.59030151,19.28190041
ORB,Orebro,59.22370148,15.03800011
VST,Vasteras,59.58940125,16.63360023
LLA,Lulea,65.54380035,22.12199974
ARN,Stockholm,59.65190125,17.91860008
BMA,Stockholm,59.35440063,17.94169998
BLE,Borlange,60.42200089,15.51519966
HLF,Hultsfred,57.525799,15.8233
GVX,Gavle,60.59329987,16.95140076
LPI,Linkoeping,58.40620041,15.68050003
NRK,Norrkoeping,58.5862999,16.25060081
EKT,Eskilstuna,59.35110092,16.70840073
VBY,Visby,57.66279984,18.34620094
SPM,Spangdahlem,49.97269821,6.692500114
RMS,Ramstein,49.43690109,7.600279808
GHF,Giebelstadt,49.64810181,9.966489792
ZCN,Celle,52.59120178,10.02210045
FRZ,Fritzlar,51.1146,9.286
ZNF,Hanau,50.169201,8.96159
KZG,Kitzingen,49.743099,10.2006
FCN,Nordholz,53.7677002,8.658499718
GKE,Geilenkirchen,50.9608,6.04242
RLG,Laage,53.91820145,12.27830029
WBG,Schleswig,54.459301,9.51633
WIE,Wiesbaden,50.04980087,8.325400352
FEL,Fuerstenfeldbruck,48.205555,11.266944
IGS,Ingolstadt,48.71569824,11.5340004
GUT,Guetersloh,51.922798,8.30633
ALJ,Alexander Bay,-28.575001,16.5333
AGZ,Aggeneys,-29.28179932,18.81389999
BIY,Bisho,-32.89709854,27.27910042
BFN,Bloemfontein,-29.09269905,26.30240059
CPT,Cape Town,-33.96480179,18.60169983
DUR,Durban,-29.61444444,31.11972222
ELS,East London,-33.03559875,27.82589912
FCB,Ficksburg,-28.82309914,27.90889931
GCJ,Johannesburg,-25.98629951,28.14010048
GRJ,George,-34.0056,22.378902
HRS,Harrismith,-28.23509979,29.10619926
HDS,Hoedspruit,-24.36860085,31.04870033
JNB,Johannesburg,-26.1392,28.246
KXE,Klerksdorp,-26.87109947,26.71800041
KIM,Kimberley,-28.80279922,24.76519966
KMH,Kuruman,-27.45669937,23.41139984
KLZ,Kleinsee,-29.68840027,17.09399986
HLA,Johannesburg,-25.93849945,27.92609978
SDB,Langebaanweg,-32.96889877,18.1602993
LAY,Ladysmith,-28.58169937,29.74970055
MGH,Margate,-30.85740089,30.34300041
LLE,Malalane,-25.43000031,31.57670021
MZQ,Mkuze,-27.62610054,32.04430008
NCS,Newcastle,-27.77059937,29.9769001
OVG,Overberg,-34.55490112,20.2507
OUH,Oudtshoorn,-33.60699844,22.18899918
PLZ,Port Elizabeth,-33.98490143,25.61730003
PBZ,Plettenberg Bay,-34.08816017,23.32872343
PHW,Phalaborwa,-23.93720055,31.15539932
JOH,Port Saint Johns,-31.60589981,29.51980019
